#PATH-POINTS-START bottom bot
-135.145,-34.002,121,165
-134.56,-35.914,121
-133.975,-37.827,121
-133.389,-39.739,121
-132.804,-41.652,121
-132.218,-43.564,121
-131.633,-45.476,121
-131.047,-47.389,121
-130.462,-49.301,121
-129.877,-51.214,121
-129.291,-53.126,121
-128.706,-55.038,121
-128.12,-56.951,121
-127.535,-58.863,121
-126.949,-60.776,121
-126.364,-62.688,121
-125.779,-64.6,121
-125.193,-66.513,121
-124.608,-68.425,121
-124.022,-70.338,121
-123.437,-72.25,121
-122.851,-74.162,121
-122.266,-76.075,121
-121.681,-77.987,121
-121.095,-79.9,121
-120.51,-81.812,121
-119.924,-83.724,121
-119.339,-85.637,121
-118.753,-87.549,121
-118.168,-89.462,121
-117.583,-91.374,121
-116.997,-93.286,121
-116.412,-95.199,121
-115.826,-97.111,121
-115.241,-99.024,121
-114.655,-100.936,121
-114.07,-102.848,121
-113.485,-104.761,121
-112.899,-106.673,121
-112.314,-108.586,121
-111.728,-110.498,121
-111.143,-112.41,121
-110.557,-114.323,121
-109.972,-116.235,121
-109.387,-118.148,121
-108.801,-120.06,121
-108.216,-121.972,121
-107.63,-123.885,121
-107.045,-125.797,121
-106.459,-127.71,121
-105.874,-129.622,121
-105.289,-131.534,121
-104.703,-133.447,121
-104.118,-135.359,121
-103.532,-137.272,121
-102.947,-139.184,121
-102.361,-141.096,121
-101.776,-143.009,121
-101.191,-144.921,121
-100.605,-146.834,121
-100.02,-148.746,121
-99.434,-150.658,121,90
-97.982,-151.403,121
-95.982,-151.408,121
-93.982,-151.414,121
-91.982,-151.42,121
-89.982,-151.426,121
-87.982,-151.432,121
-85.982,-151.438,121
-83.982,-151.444,121
-81.982,-151.45,121
-79.982,-151.456,121
-77.982,-151.462,121
-75.982,-151.468,121
-73.982,-151.474,121
-71.982,-151.48,121
-69.982,-151.486,121
-67.982,-151.492,121
-65.982,-151.498,121
-63.982,-151.504,121
-61.982,-151.51,121
-59.982,-151.516,121
-57.982,-151.522,121
-55.982,-151.528,121
-53.982,-151.533,121
-51.982,-151.539,121
-49.982,-151.545,121
-47.982,-151.551,121
-45.982,-151.557,121
-43.982,-151.563,121
-41.982,-151.569,121
-39.982,-151.575,121
-37.982,-151.581,121
-35.982,-151.587,121
-33.982,-151.593,121
-31.982,-151.599,121
-29.982,-151.605,121
-27.982,-151.611,121
-25.982,-151.617,121
-23.982,-151.623,121
-21.982,-151.629,121
-19.982,-151.635,121
-17.982,-151.641,121
-15.982,-151.647,121
-13.982,-151.653,121
-11.982,-151.658,121
-9.982,-151.664,121
-7.982,-151.67,121
-5.982,-151.676,121
-3.982,-151.682,121
-1.982,-151.688,121
0.018,-151.694,121
2.018,-151.7,121
4.018,-151.706,121
6.018,-151.712,121
8.018,-151.718,121
10.018,-151.724,121
12.018,-151.73,121
14.018,-151.736,121
16.018,-151.742,121
18.017,-151.748,121
20.017,-151.754,121
22.017,-151.76,121
24.017,-151.766,121
26.017,-151.772,121
28.017,-151.778,121
30.017,-151.783,121
32.017,-151.789,121
34.017,-151.795,121
36.017,-151.801,121
38.017,-151.807,121
40.017,-151.813,121
42.017,-151.819,121
44.017,-151.825,121
46.017,-151.831,121
48.017,-151.837,121
50.017,-151.843,121
52.017,-151.849,121
54.017,-151.855,121
56.017,-151.861,121
58.017,-151.867,121
60.017,-151.873,121
61.599,-151.77,121,300
59.85,-150.798,121
58.102,-149.827,121
56.354,-148.856,121
54.605,-147.884,121
52.857,-146.913,121
51.109,-145.942,121
49.36,-144.971,121
47.612,-143.999,121
45.864,-143.028,121
44.115,-142.057,121
42.367,-141.085,121
40.619,-140.114,121
38.871,-139.143,121
37.122,-138.172,121
35.374,-137.2,121
33.626,-136.229,121
